grdc_no	wmo_reg	sub_reg	river	station	country	lat	long	area	altitude	d_start	d_end	d_yrs	d_miss	m_start	m_end	m_yrs	m_miss	t_start	t_end	t_yrs	lta_discharge	r_volume_yr	r_height_yr
6348610	6	6481	ADDA, FIUME	LAKE COMO OUTLET (SYNTHETIQUE)	IT	45.848	9.393	4508	197.4	1845	2016	172	0					1845	2016	172	165.311	5.213247696	1156.443588
6348800	6	6481	PO, FIUME	PONTELAGOSCURO	IT	44.883335	11.6	70091	8	1980	1985	6	0	1918	1998	81	7	1918	1998	81	1538.615	48.52176264	692.2680892
6349200	6	6490	ADIGE, FIUME	BRONZOLO (BRANZOLL)	IT	46.400002	11.316667	6926	227	1975	1990	16	0	1975	1990	16	0	1975	1990	16	146.781	4.628885616	668.3346255
6349210	6	6490	RIDANNA	VIPITENO	IT	46.88	11.41	207	939.59	1955	2008	54	3					1955	2008	54	7.471	0.235605456	1138.190609
6349300	6	6490	ADIGE, FIUME	TRENTO	IT	46.066666	11.133333	9763	186.1	1955	1981	27	0	1955	1981	27	0	1955	1981	27	209.433	6.604679088	676.5009821
6349350	6	6490	ASTICO, TORRENTE	PEDESCALA	IT	45.844	11.3677	138	315	1950	2008	59	41					1950	2008	59	3.736	0.117818496	853.7572174
6349400	6	6490	PIAVE, FIUME	PONTE DELLA IASTA	IT	46.5368	12.5211	357	848	1932	2008	77	34					1932	2008	77	10.364	0.326839104	915.5156975
6349410	6	6490	BOITE, TORRENTE	CANCIA	IT	46.4308	12.2228	313	818	1930	2008	79	37					1930	2008	79	9.461	0.298362096	953.2335335
6349411	6	6490	BOITE, TORRENTE	PODESTAGNO	IT	46.5948	12.111	82	1330	1943	2008	66	51					1943	2008	66	2.256	0.071145216	867.6245854
6349500	6	6490	ADIGE, FIUME	BOARA PISANI	IT	45.1	11.82	11954	9	1980	1984	5	0	1922	1979	58	2	1922	1984	63	193.735	6.10962696	511.0947766
6349600	6	6490	TAGLIAMENTO, FIUME	PIOVERNO	IT	46.335	13.1341	-999	-999	1929	1975	47	37					1929	1975	47	78.602	2.478792672	n.a.
6351100	6	6510	CORDEVOLE, TORRENTE	SAVINIER	IT	43.5247	11.9933	110	1150	1939	2008	70	34					1939	2008	70	2.767	0.087260112	793.2737455
6351500	6	6510	TIBER RIVER	ROMA	IT	41.9	12.483334	16545	1					1921	1979	59	0	1921	1979	59	230.423	7.266619728	439.2033683
6352500	6	6520	ATERNO, FIUME	ALLOGGIAMENTO IDRAULICO	IT	42.17	13.83	1961	248	1978	1985	8	1	1978	1985	8	0	1978	1985	8	16.528	0.521227008	265.7965365
6352600	6	6520	OFANTO, FIUME	S.SAMUELE DI CAFIERO	IT	41.3	16.14	2716	32	1978	1981	4	0	1978	1981	4	0	1978	1981	4	11.304	0.356482944	131.2529249
6353300	6	6530	PLATANI, FIUME	PASSOFONDUTO	IT	37.47	13.67	1237	136	1978	1980	3	0	1978	1980	3	0	1978	1980	3	2.361	0.074456496	60.19118513
6353400	6	6530	SALSO, FIUME	DRASI	IT	37.17	13.94	1782	56	1978	1980	3	0	1978	1980	3	0	1978	1980	3	4.204	0.132577344	74.39806061
6353500	6	6530	SIMETO, FIUME	PONTE MACCARRONE	IT	37.65	14.79	648	648	1978	1980	3	0	1978	1980	3	0	1978	1980	3	3.269	0.103091184	159.0913333
6357010	6	6571	ODER RIVER	HOHENSAATEN-FINOW	DE	52.872891	14.142113	109564	0.16	1920	2019	100	1	1990	1996	7	0	1920	2019	100	514.159	16.21451822	147.9912948
6357020	6	6571	FRIEDLANDER STROM	BLIESDORF	DE	52.693351	14.159127	737	1.88	1970	2014	45	0					1970	2014	45	2.983	0.094071888	127.6416391
6357500	6	6571	ODER RIVER	EISENHUETTENSTADT	DE	52.153	14.688	52033	25.16	1920	2019	100	0	1940	1995	56	1	1920	2019	100	296.911	9.363385296	179.9509022
6357501	6	6571	NEISSE RIVER	GUBEN 2	DE	51.96927	14.706722	4080	37.48	1959	2019	61	0					1959	2019	61	28.432	0.896631552	219.7626353
6357502	6	6571	NEISSE RIVER	GOERLITZ	DE	51.16116	14.993192	1621	175.63	1912	2019	108	6					1912	2019	108	16.879	0.532296144	328.3751659
6357503	6	6571	NEISSE RIVER	HARTAU	DE	50.872211	14.821047	376	233.14	1957	2016	60	2					1957	2016	60	5.849	0.184454064	490.5693191
6357505	6	6571	NEISSE RIVER	HARTAU 1	DE	50.859375	14.8213	370	236.54	2014	2019	6	0					2014	2019	6	4.094	0.129108384	348.9415784
6357510	6	6571	PLIESSNITZ	TAUCHRITZ	DE	51.064069	14.944133	162	197.2	1964	2019	56	0					1964	2019	56	1.096	0.034563456	213.3546667
6357520	6	6571	MANDAU	ZITTAU 5	DE	50.891976	14.802623	-999	-999	1912	2015	104	34					1912	2015	104	3.031	0.095585616	n.a.
6357521	6	6571	MANDAU	ZITTAU 6	DE	50.891976	14.802623	278	232.36	2016	2019	4	0					2016	2019	4	n.a.	n.a.	n.a.
6372100	6	6720	GAUJA	VALMIERA	LV	57.5362	25.4234	6280	-999	1980	2020	41	3					1980	2020	41	62.495	1.97084232	313.8283949
6372103	6	6720	GAUJA	TILDERI	LV	57.15	25.91	2230	62	1986	1995	10	50					1986	1995	10	16.546	0.521794656	233.988635
6372104	6	6720	GAUJA	SIGULDA	LV	57.54	26.7	8510	11	1986	1995	10	50					1986	1995	10	78.97	2.49039792	292.6437039
6372111	6	6720	TULIJA	OLI	LV	57.13	25.91	40	170	1986	1995	10	60					1986	1995	10	0.347	0.010942992	273.5748
6372941	6	6720	UZAVA	TERANDA	LV	57.24	26.36	440	6	1986	1995	10	50					1986	1995	10	4.098	0.129234528	293.7148364
6373010	6	6730	VENTA	KULDIGA	LV	56.9865	21.9607	8320	5	1978	2020	43	38	1978	1987	10	0	1978	2020	43	72.289	2.279705904	274.0031135
6373020	6	6731	CIECERE	PAKULU HES	LV	56.58	25.24	352	55	1986	1987	2	0					1986	1987	2	2.931	0.092432016	262.5909545
6373040	6	6731	IMULA	PILSKALNI	LV	56.74	24.71	207	72	1986	1995	10	50					1986	1995	10	1.452	0.045790272	221.2090435
6373050	6	6731	ABAVA	RENDA	LV	57.2	27.05	1830	19	1986	1995	10	50					1986	1995	10	14.636	0.461560896	252.2190689
6373101	6	6731	PALSA	VILKZEMNIEKI	LV	56.9	26.71	294	61	1986	1987	2	0					1986	1987	2	2.337	0.073699632	250.6790204
6373102	6	6731	GAUJA	VELENA	LV	56.84	24.26	697	107	1986	1995	10	50					1986	1995	10	6.911	0.217945296	312.6905251
6373112	6	6731	AMATA	MELTURI	LV	56.8	24.71	298	94	1986	1995	10	50					1986	1995	10	3.619	0.114128784	382.9824966
6373113	6	6731	TIRZA	LEJASCIEMS	LV	56.86	24.61	607	84	1986	1995	10	50					1986	1995	10	4.514	0.142353504	234.5197759
6373114	6	6731	TULIJA	BUBS	LV	57	24.96	33.4	-999	1986	1995	10	60					1986	1995	10	0.441	0.013907376	416.388503
6373115	6	6730	VAIDAVA	APE	LV	56.92	22.57	398	74	1986	1995	10	50					1986	1995	10	3.906	0.123179616	309.4965226
6373151	6	6730	BARTA	DUKUPJI	LV	56.29	28.17	1700	2	1986	1995	10	50					1986	1995	10	21.72	0.68496192	402.9187765
6373152	6	6730	VARTAJA	DARZNIEKI	LV	56.38	21.41	450	10	1986	1995	10	50					1986	1995	10	5.209	0.164271024	365.04672
6373200	6	6730	MAZA JUGLA	STARINI	LV	56.68	23.5	492	23	1978	1995	18	28	1978	1987	10	0	1978	1995	18	5.544	0.174835584	355.356878
6373201	6	6731	LIELA JUGLA	ZAKI	LV	56.75	26.7	663	2	1986	1995	10	50					1986	1995	10	7.035	0.22185576	334.6240724
6373202	6	6731	MEIRANU KANALS	KALNAGALS	LV	57.9	25.29	632	89	1986	1987	2	0					1986	1987	2	9.866	0.311134176	492.3009114
6373210	6	6731	VECMALTA	MALTA	LV	56.35	27.18	299	-999	1986	1987	2	0					1986	1987	2	2.993	0.094387248	315.6764147
6373211	6	6730	MALTA	VILANI	LV	56.53	27.88	782	105	1986	1995	10	50					1986	1995	10	5.946	0.187513056	239.7865166
6373212	6	6730	REZEKNE	GRISKANI	LV	56.43	25.05	545	138	1986	1995	10	50					1986	1995	10	3.727	0.117534672	215.6599486
6373213	6	6730	PEDEDZE	LITENE	LV	56.77	24.05	978	101	1986	1995	10	50					1986	1995	10	9.662	0.304700832	311.5550429
6373214	6	6731	MERGUPE	MALPILS	LV	56.93	26.4	239	82	1986	1987	2	0					1986	1987	2	2.696	0.085021056	355.736636
6373215	6	6731	KUJA	AIZKUJA	LV	56.53	26.86	268	91	1986	1995	10	50					1986	1995	10	2.451	0.077294736	288.413194
6373216	6	6730	MISA	APSITES	LV	56.703437	23.782371	600	-999	1986	1993	8	50					1986	1993	8	3.91	0.12330576	205.5096
6373217	6	6731	BALDA	DOROTPOLJE	LV	56.23	27.26	93	155.78	1986	1995	10	50					1986	1995	10	0.708	0.022327488	240.0805161
6373218	6	6730	AIVIEKSTE	LUBANA	LV	56.69	22.26	6510	88	1980	1999	20	0					1980	1999	20	41.444	1.306977984	200.7646673
6373219	6	6731	AIVIEKSTE	AIVIEKSTES HES	LV	56.49	25.89	8660	77	1980	2002	23	0					1980	2002	23	61.765	1.94782104	224.9215982
6373220	6	6730	DUBNA	SILI	LV	56.21	25.57	2060	90	1986	1995	10	60					1986	1995	10	16.303	0.514131408	249.5783534
6373222	6	6731	DUBNA	VISKI	LV	56.51	27.43	922	99	1986	1995	10	50					1986	1995	10	7.235	0.22816296	247.4652495
6373224	6	6731	FEIMANKA	SULTI	LV	56.26	26.41	370	-999	1986	1995	10	50					1986	1995	10	2.824	0.089057664	240.6963892
6373226	6	6731	USA	KULENIEKI	LV	56.34	26.34	455	92	1986	1995	10	50					1986	1995	10	2.958	0.093283488	205.0186549
6373300	6	6731	DAUGAVA	DAUGAVPILS	LV	55.863856	26.514036	64500	86	1936	2020	85	3	1965	1984	20	0	1936	2020	85	441.434	13.92106262	215.8304283
6373304	6	6730	DAUGAVA	JEKABPILS	LV	56.4	24.18	70500	75	1980	2002	23	0					1980	2002	23	561.054	17.69339894	250.9701978
6373305	6	6730	DAUGAVA	PLAVINU HES	LV	57.09	21.58	81300	-999	1986	1995	10	50					1986	1995	10	650.142	20.50287811	252.1879227
6373306	6	6730	DAUGAVA	KEGUMA HES	LV	57.85	25.05	82100	-999	1980	2000	21	5					1980	2000	21	664.727	20.96283067	255.3328949
6373307	6	6731	DAUGAVA	RIGAS HES	LV	56.915964	24.156624	84000	-999	1980	2002	23	4					1980	2002	23	693.676	21.87576634	260.4257897
6373310	6	6730	ZILUPE	PASIENE	LV	57.53	22.03	297	112	1986	1995	10	50					1986	1995	10	2.608	0.082245888	276.9221818
6373364	6	6730	LZHA	FELICIANOVA	LV	56.5	24.4	619	112	1986	1995	10	50					1986	1995	10	4.461	0.140682096	227.2731761
6373400	6	6730	LIELUPE	MEZOTNE	LV	56.4369	24.0524	9390	-999	2004	2020	17	1					2004	2020	17	56.419	1.779229584	189.4813188
6373430	6	6730	MUSA	BAUSKA	LV	56.36	21.21	5320	11	1980	2000	21	0					1980	2000	21	25.251	0.796315536	149.6833714
6373442	6	6730	DIENVIDSUSEJA	ELKSI	LV	57.06	22.29	517	82	1986	1987	2	0					1986	1987	2	4.584	0.144561024	279.6151335
6373444	6	6730	VIESITE	SUDRABKALNI	LV	56.38	24.08	313	55	1986	1993	8	50					1986	1993	8	2.497	0.078745392	251.582722
6373450	6	6731	SVETE	UZINI	LV	56.4	26.43	632	9	1986	1995	10	50					1986	1995	10	2.65	0.0835704	132.2316456
6373452	6	6730	AUCE	BRAKSKI	LV	57.84	24.49	291	-999	1986	1987	2	0					1986	1987	2	1.86	0.05865696	201.5703093
6373454	6	6730	BERZE	BALOZI	LV	56.58	23.56	904	-0.32	1986	1995	10	50					1986	1995	10	5.088	0.160455168	177.4946549
6373456	6	6730	TERVETE	BRAMBERGE	LV	56.48	23.56	330	6	1986	1995	10	50					1986	1995	10	1.89	0.05960304	180.6152727
6373460	6	6730	IECAVA	DUPSI	LV	56.41	24.51	519	20	1986	1995	10	50					1986	1995	10	3.363	0.106055568	204.3459884
6373462	6	6730	MISA	LIELVEISI	LV	56.66	23.55	618	4	1993	1995	3	33					1993	1995	3	2.152	0.067865472	109.8146796
6373470	6	6730	ISLICE	TILTSARGI	LV	57.78	25.42	330	19	1986	1987	2	0					1986	1987	2	2.141	0.067518576	204.6017455
6373750	6	6731	OGRE	LIELPECI	LV	56.08	26.72	1660	30	1986	1995	10	50					1986	1995	10	19.102	0.602400672	362.8919711
6373910	6	6731	DURBE	CIRAVA	LV	56.63	25.93	329	13	1986	1995	10	50					1986	1995	10	4.178	0.131757408	400.4784438
6373911	6	6731	STENDE	ANCE	LV	57.45	26.35	513	7	1986	1995	10	50					1986	1995	10	4.574	0.144245664	281.1806316
6373912	6	6731	IRBE	VICAKI	LV	56.97	24.48	1920	4	1986	1995	10	50					1986	1995	10	17.596	0.554907456	289.0143
6373921	6	6730	RIVA	PIEVIKI	LV	56.73	21.38	196	15	1986	1995	10	50					1986	1995	10	2.122	0.066919392	341.4254694
6373922	6	6730	ROJA	ROJUPE	LV	56.9	21.4	398	8	1986	1995	10	50					1986	1995	10	3.245	0.10233432	257.121407
6373931	6	6730	SALACA	MAZSALACA	LV	57.46	26.32	2260	38	1986	1995	10	50					1986	1995	10	22.03	0.69473808	307.4062301
6373932	6	6730	SALACA	LAGASTE	LV	57.27	26.58	3220	17	1980	2002	23	0					1980	2002	23	38.202	1.204738272	374.1423205
6373933	6	6730	RUJA	VILNISI	LV	57.49	22.72	636	42	1986	1995	10	50					1986	1995	10	5.692	0.179502912	282.237283
6373934	6	6730	SEDA	OLERI	LV	57.22	25.23	431	40	1986	1995	10	50					1986	1995	10	3.727	0.117534672	272.7022552
6390050	6	6902	AKHURYAN	KAPS	AM	40.866667	43.716667	839	1665	1978	1982	5	0	1978	1982	5	0	1978	1982	5	5.935	0.18716616	223.0824315
6390300	6	6901	DEBEDA	GUGARK (MEGRUT)	AM	40.807222	44.538056	1070	1260	1978	1982	5	0	1978	1982	5	0	1978	1982	5	7.51	0.23683536	221.3414579
6392100	6	6921	ORONTES RIVER	JISR ASH SHUGHUR	SY	35.815556	36.3175	5130	128					1976	1979	4	0	1976	1979	4	29.939	0.944156304	184.0460632
6392500	6	6921	ORONTES RIVER	AL QUSAYR	SY	34.516667	36.583333	1890	513					1976	1979	4	0	1976	1979	4	9.209	0.290415024	153.6587429
6394150	6	6941	BARADA, NAHR	HAMEH	SY	33.53	36.23	467	760					1976	1979	4	0	1976	1979	4	7.481	0.235920816	505.1837602
6395100	6	6951	EUPHRATES RIVER	KADAHEYEH	SY	36.53	38.25	114000	307					1976	1979	4	0	1976	1979	4	971.846	30.64813546	268.8432935
6401070	6	6019	NORDHURA	STEKKUR	IS	64.71072	-21.60337	507	18	1971	2018	48	8					1971	2018	48	22.504	0.709686144	1399.775432
6401080	6	6019	HVITA	KLJAFOSS	IS	64.69229	-21.41046	1574	18	1951	2018	68	0	1951	1993	43	0	1951	2018	68	84.797	2.674158192	1698.95692
6401090	6	6019	OLFUSA	SELFOSS	IS	63.93796	-21.00666	5662	12	1950	2018	69	0	1950	1992	43	0	1950	2018	69	384.785	12.13457976	2143.161385
6401110	6	6014	BRUARA	EFSTADALSBRU	IS	64.2644	-20.5197	219	150	1961	1999	39	0	1961	1991	31	0	1961	1999	39	38.147	1.203003792	5493.168
6401111	6	6014	BRUARA	DYNJANDI	IS	64.1601	-20.55913	640	57	1948	2018	71	0					1948	2018	71	66.039	2.082605904	3254.071725
6401120	6	6019	THJORSA	KROKUR	IS	63.93362	-20.63135	7314	60	1947	2018	72	10					1947	2018	72	351.781	11.09376562	1516.785017
6401130	6	6012	JOKULSA I FLJOTSDAL	HOLL	IS	64.9839	-15.0883	558	50	1962	2002	41	0	1962	1991	30	0	1962	2002	41	29.574	0.932645664	1671.408
6401140	6	6015	EYSTRI-RANGA	TUNGUFOSS	IS	63.79723	-20.11284	419	-999	1962	2018	57	0					1962	2018	57	20.617	0.650177712	1551.736783
6401150	6	6015	YTRI-RANGA	ARBAEJARFOSS	IS	63.86324	-20.34065	621	35	1961	2015	55	0					1961	2015	55	44.681	1.409060016	2269.017739
6401160	6	6019	FOSSA	EYJOLFSSTADIR	IS	64.75281	-14.48605	115	40	1968	2018	51	0					1968	2018	51	8.462	0.266857632	2320.501148
6401200	6	6013	VESTRI-JOKULSA	GODHDALA BRU	IS	65.3297	-19.08525	844	150	1971	2018	48	0	1971	1991	21	0	1971	2018	48	22.47	0.70861392	839.5899526
6401240	6	6010	BLANDA	LANGAMYRI	IS	65.49006	-20.11284	1699	-999	1974	2018	45	0					1974	2018	45	44.598	1.406442528	827.8060789
6401250	6	6010	VATNSDALSA	FORSAELUDALUR	IS	65.30184	-20.10668	458	70	1948	2018	71	8					1948	2018	71	9.975	0.3145716	686.8375546
6401300	6	6010	HVALA	OP	IS	66.06976	-21.75298	193	25	1976	2018	43	0					1976	2018	43	14.782	0.466165152	2415.363482
6401310	6	6010	VATNSDALSA	EIDHI	IS	65.58876	-23.12719	102	9	1977	2018	42	28					1977	2018	42	7.371	0.232451856	2278.939765
6401400	6	6010	FNJOSKA	OFAN ARBUGSA	IS	65.8507	-17.89667	1102	44	1976	2018	43	14					1976	2018	43	38.831	1.224574416	1111.229053
6401440	6	6019	MARKARFLJOT	EMSTRUR	IS	63.78048	-19.4171	517	425	2001	2018	18	0					2001	2018	18	44.568	1.405496448	2718.561795
6401460	6	6010	SANDA	FLOGUBRU I	IS	66.19809	-15.59652	266	20	1965	2019	55	2					1965	2019	55	13.563	0.427722768	1607.980331
6401500	6	6019	DJUPA	DJUPA BRU	IS	63.9509	-17.63609	226	52	1968	2018	51	0	1968	1992	25	0	1968	2018	51	27.609	0.870677424	3852.554973
6401600	6	6010	SVARTA	ULLARFOSSBRU	IS	65.39387	-17.30439	527	311	1965	1985	21	16					1965	1985	21	19.111	0.602684496	1143.613844
6401601	6	6013	SVARTA	REYKJAFOSS	IS	65.49459	-19.384	396	40	1932	2018	87	0	1933	1992	60	0	1932	2018	87	9.999	0.315328464	796.284
6401610	6	6010	SKJALFANDAFLJOT	ALDEYJARFOSS	IS	65.37076	-17.34691	2163	261	1987	2018	32	0					1987	2018	32	49.584	1.563681024	722.9223412
6401701	6	6011	JOKULSA A FJOLLUM	FERJUBAKKI	IS	66.0336	-16.4492	7074	26					1940	1991	52	0	1940	1991	52	190.582	6.010193952	849.6174656
6401702	6	6011	JOKULSA A FJOLLUM	GRIMSSTADIR	IS	65.6233	-16.18933	5097	360	1965	2018	54	23					1965	2018	54	184.725	5.8254876	1142.924779
6401703	6	6011	JOKULSA A FJOLLUM	UPPTYPPINGAR	IS	65.06074	-16.21187	2023	559	1972	2016	45	6					1972	2016	45	94.733	2.987499888	1476.767122
6401800	6	6012	LAGARFLJOT	LAGARFOSS	IS	65.50253	-14.36201	2819	13	1949	2002	54	0	1949	1993	45	8	1949	2002	54	119.115	3.75641064	1332.53304
6421100	6	6211	MAAS	LITH	NL	51.82	5.45	29000	5	1911	2018	108	0	1911	1984	74	0	1911	2018	108	317.311	10.0067197	345.0592999
6421101	6	6211	MAAS	SINT PIETER NOORD	NL	50.83	5.71	21300	44	1994	2019	26	4					1994	2019	26	249.472	7.867348992	369.3591076
6421102	6	6211	MAAS	VENLO	NL	51.37	6.16	26040	11	1996	2019	24	0					1996	2019	24	279.719	8.821218384	338.7564664
6421103	6	6211	JULIANAKANAAL	BUNDE	NL	50.9	5.74	-999	44	1994	2018	25	5					1994	2018	25	15.765	0.49716504	n.a.
6421200	6	6211	AA	RUNKAMPEN	NL	51.68	5.38	750	4	1978	1985	8	2	1978	1982	5	0	1978	1985	8	6.683	0.210755088	281.006784
6421500	6	6211	MAAS	BORGHAREN	NL	50.87	5.72	21301	40	1911	2019	109	3	1911	1990	80	0	1911	2019	109	239.793	7.562112048	355.0120674
6421900	6	6211	ZUID-WILLEMSVAART	SMEERMAAS	NL	50.88	5.68	-999	40	1994	2019	26	2					1994	2019	26	13.191	0.415991376	n.a.
6435060	6	6351	RHINE RIVER	LOBITH	NL	51.84	6.11	160800	8.53	1901	2020	120	0	1901	1996	96	0	1901	2020	120	2214.135	69.82496136	434.2348343
6438500	6	6380	VECHTE	VECHTERWEERD	NL	52.52	6.21	3600	1	1978	1982	5	0	1978	1982	5	0	1978	1982	5	32.323	1.019338128	283.14948
6442050	6	6421	RABA	SZENTGOTTHARD	HU	46.952915	16.33	3084	216	1978	1995	18	11	1978	1995	18	11	1978	1995	18	21.773	0.686633328	222.643751
6442100	6	6421	ZALA	ZALAAPATI	HU	46.733334	17.116667	1528	106	1978	1995	18	23	1978	1982	5	0	1978	1995	18	27.044	0.852859584	558.154178
6442200	6	6421	MARCAL	RABASZENTMIKLOS	HU	47.53	17.416666	2710	113	1978	1995	18	28	1978	1995	18	28	1978	1995	18	7.175	0.2262708	83.49476015
6442300	6	6421	KAPOS	KURD	HU	46.45	18.316668	2119	104	1978	1995	18	11	1978	1995	18	11	1978	1995	18	4.118	0.129865248	61.28610099
6442450	6	6421	DANUBE RIVER	DUNAALMAS	HU	47.73	18.33	171720	103	1947	1995	49	0	1948	1995	48	44	1947	1995	49	2216.48	69.89891328	407.051673
6442500	6	6421	DANUBE RIVER	NAGYMAROS	HU	47.78	18.95	183533	100	1930	1999	70	3	1893	1995	103	5	1893	1999	107	2299.112	72.50479603	395.0504598
6442600	6	6421	DANUBE RIVER	MOHACS	HU	46	18.67	209064	80	1930	1999	70	0	1931	1995	65	32	1930	1999	70	2358.633	74.38185029	355.785072
6444090	6	6441	TISA	TISZABECS	HU	48.099998	22.816668	9707	115	1937	1995	59	33	1938	1995	58	55	1937	1995	59	188.227	5.935926672	611.5099075
6444100	6	6441	TISA	SZEGED	HU	46.25	20.166666	138408	74	1930	1999	70	1	1921	1995	75	7	1921	1999	79	838.981	26.45810482	191.1602278
6444110	6	6441	MAROS	MAKO	HU	46.216667	20.483334	30149	80	1930	1995	66	0	1931	1995	65	32	1930	1995	66	172.765	5.44831704	180.7130266
6444200	6	6441	TISA	SZOLNOK	HU	47.183334	20.200001	75113	-999	1988	1995	8	12	1973	1995	23	22	1973	1995	23	454.428	14.33084141	190.7904279
6444250	6	6441	ZAGYVA	JASZTELEK	HU	47.48	19.97	4207	87	1978	1995	18	11	1978	1995	18	11	1978	1995	18	4.069	0.128319984	30.50154124
6444300	6	6441	TISA	POLGAR	HU	47.866665	21.083334	62723	88					1921	1979	59	6	1921	1979	59	520.546	16.41593866	261.7211973
6444310	6	6441	TISA	TISZAPALKONYA	HU	47.883335	21.066668	62723	87	1988	1995	8	12	1980	1995	16	44	1980	1995	16	467.858	14.75436989	235.2306154
6444350	6	6441	BODVAJ	SZENDRO	HU	48.4	20.733334	1496	139	1978	1995	18	11	1978	1995	18	11	1978	1995	18	4.685	0.14774616	98.76080214
6444380	6	6441	SAJO	FELSOEZSOLCA	HU	48.11	20.84	6440	107	1930	1995	66	0	1891	1995	105	6	1891	1995	105	29.575	0.9326772	144.8256522
6444400	6	6441	FEHER-KOROS	GYULA	HU	46.65	21.283333	4251	83	1978	1995	18	11	1978	1995	18	11	1978	1995	18	22.833	0.720061488	169.3863769
6444500	6	6441	KRASZNA	AGERDOMAJOR	HU	47.766666	22.433332	1974	111	1978	1995	18	17	1978	1995	18	17	1978	1995	18	6.617	0.208673712	105.7111003
6444600	6	6441	SZAMOS	CSENGER	HU	47.833332	22.683332	15283	113	1930	1995	66	0	1931	1995	65	32	1930	1995	66	126.993	4.004851248	262.0461459
6456105	6	6560	REGA	LOBEZ	PL	53.62888889	15.61333333	615.5	54.074	1955	2020	66	0					1955	2020	66	4.491	0.141628176	230.1026418
6456107	6	6560	REGA	TRZEBIATOW	PL	54.06333333	15.26083333	2637.6	-0.169	1949	2020	72	0	1945	1990	46	0	1945	2020	76	19.926	0.628386336	238.2417106
6456110	6	6560	LUPAWA	LUPAWA	PL	54.41944444	17.41555556	437	66.99	1960	2020	61	0					1960	2020	61	4.433	0.139799088	319.9063799
6456120	6	6560	SLUPIA	SLUPSK	PL	54.47	17.03138889	1451.6	12.683	1950	2020	71	0					1950	2020	71	15.559	0.490668624	338.0191678
6457010	6	6571	ODER RIVER	GOZDOWICE	PL	52.76416667	14.31777778	109810.7	2.98	1949	2020	72	0	1900	1994	95	0	1900	2020	121	509.52	16.06822272	146.3265667
6457100	6	6571	ODER RIVER	SLUBICE	PL	52.34805556	14.55555556	53511.2	17.43	2017	2020	4	0	1951	1990	40	0	1951	2020	70	184.284	5.811580224	108.6049318
6457200	6	6571	NOTEC	NOWE DREZDENKO	PL	52.85083333	15.8375	15931.5	24.208	1950	2020	71	0	1951	1990	40	0	1950	2020	71	72.454	2.284909344	143.4208545
6457205	6	6571	NOTEC	UJSCIE I	PL	53.05472222	16.73027778	6307.3	45.463	1970	2020	51	0					1970	2020	51	18.095	0.57064392	90.47356555
6457210	6	6571	GWDA	PTUSZA	PL	53.36666667	16.79638889	2057.6	79.78	1950	2014	65	0	1960	1980	21	0	1950	2014	65	11.455	0.36124488	175.5661353
6457213	6	6571	GWDA	PILA	PL	53.15138889	16.74027778	4725.6	54.365	1950	2020	71	0					1950	2020	71	26.846	0.846615456	179.1551244
6457215	6	6571	CZARNA	OKONEK	PL	53.52472222	16.835	105.9	122.822	1970	2020	51	0					1970	2020	51	0.357	0.011258352	106.3111615
6457220	6	6571	WELNA	KOWANOWKO	PL	52.66861111	16.83666667	2614	51.244	1960	2020	61	0					1960	2020	61	8.519	0.268655184	102.7755103
6457225	6	6571	WIDAWKA	PODGORZE	PL	51.465	18.94333333	592.4	139.6	1950	2020	71	0					1950	2020	71	13.448	0.424096128	715.8948818
6457230	6	6571	OLESNICA	NIECHMIROW	PL	51.38805556	18.76222222	595.7	147.94	1950	2020	71	0	1960	1980	21	0	1950	2020	71	2.374	0.074866464	125.6781333
6457240	6	6571	GRABIA	GRABNO	PL	51.45833333	18.98527778	807.9	141.5	1950	2020	71	0	1960	1980	21	0	1950	2020	71	4.12	0.12992832	160.82228
6457250	6	6571	STARA PICHNA	PECZNIEW	PL	51.80138889	18.72222222	8156.1	114.16	1955	1981	27	0	1960	1980	21	0	1955	1981	27	1.604	0.050583744	6.201952404
6457260	6	6571	WRZESNICA	SAMARZEWO	PL	52.22333333	17.74305556	360.7	76.31	1960	2020	61	0	1960	1980	21	0	1960	2020	61	1.016	0.032040576	88.82887718
6457270	6	6571	POMIANKA	OPATOW	PL	51.21388889	18.16805556	129.8	158.69	1950	1991	42	0	1960	1980	21	0	1950	1991	42	0.516	0.016272576	125.3665331
6457280	6	6571	NIESOB	KUZNICA SKAKAWSKA	PL	51.27972222	18.13166667	243	151.983	1950	2020	71	0	1960	1980	21	0	1950	2020	71	0.967	0.030495312	125.4951111
6457290	6	6571	OLOBOK	OLOBOK	PL	51.63944444	18.06888889	444.6	109.18	1950	2020	71	0	1960	1980	21	0	1950	2020	71	1.567	0.049416912	111.1491498
6457300	6	6571	SWEDRNIA	DEBE	PL	51.79305556	18.20277778	13760.1	106.88	1960	1981	22	0	1960	1980	21	0	1960	1981	22	1.934	0.060990624	4.432425927
6457310	6	6571	LUTYNIA	RASZEWY	PL	52.09083333	17.61861111	533	73.824	1950	1991	42	0	1960	1980	21	0	1950	1991	42	1.762	0.055566432	104.2522176
6457320	6	6571	KOSCIANSKI, KANAL	KOSCIAN	PL	52.09	16.64416667	1265.7	64.235	1955	2020	66	0	1960	1980	21	0	1955	2020	66	3.621	0.114191856	90.22031761
